total_laid_off,company_name,stage_group,industry_name,city,country,latitude,longitude,year,quarter
15.0,Koho,Growth Stage,Fintech,Toronto,Canada,43.6534817,-79.3839347,2022.0,4.0
38.0,Freshbooks,Growth Stage,Fintech,Toronto,Canada,43.6534817,-79.3839347,2020.0,2.0
5.0,Aya,Early Stage,Fintech,Toronto,Canada,43.6534817,-79.3839347,2020.0,4.0
159.0,Wealthsimple,Unknown,Fintech,Toronto,Canada,43.6534817,-79.3839347,2022.0,2.0
17.0,Sensibill,Growth Stage,Fintech,Toronto,Canada,43.6534817,-79.3839347,2020.0,2.0
450.0,Bench,Growth Stage,Fintech,Vancouver,Canada,49.2608724,-123.113952,2024.0,4.0
47.0,Bench,Growth Stage,Fintech,Vancouver,Canada,49.2608724,-123.113952,2020.0,1.0
78.0,Mogo,Mature/Public,Fintech,Vancouver,Canada,49.2608724,-123.113952,2020.0,1.0
63.0,Pie Insurance,Growth Stage,Fintech,Washington DC,USA,38.8950368,-77.0365427,2023.0,2.0
800.0,Xero,Mature/Public,Fintech,Wellington,New Zealand,-41.2887953,174.7772114,2023.0,1.0
100.0,nCino,Mature/Public,Fintech,Wilmington,USA,39.7459468,-75.546589,2023.0,1.0
62.0,Numbrs,Growth Stage,Fintech,Zurich,Switzerland,47.3744489,8.5410422,2020.0,2.0
80.0,Zwift,Growth Stage,Fitness,Los Angeles,USA,34.0536909,-118.242766,2023.0,1.0
500.0,Peloton,Mature/Public,Fitness,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
30.0,Fittr,Early Stage,Fitness,Pune,India,18.521428,73.8544541,2023.0,1.0
784.0,Flywheel Sports,Mature/Public,Fitness,New York City,USA,40.7127281,-74.0060152,2020.0,1.0
700.0,MindBody,Mature/Public,Fitness,San Luis Obispo,USA,35.3540209,-120.375716,2020.0,2.0
2800.0,Peloton,Mature/Public,Fitness,New York City,USA,40.7127281,-74.0060152,2022.0,1.0
262.0,Tonal,Late Stage,Fitness,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
784.0,Peloton,Mature/Public,Fitness,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
17.0,Zenoti,Growth Stage,Fitness,Seattle,USA,47.6038321,-122.330062,2020.0,1.0
467.0,Gympass,Growth Stage,Fitness,Sao Paulo,Brazil,-23.5506507,-46.6333824,2020.0,2.0
800.0,CureFit,Growth Stage,Fitness,Bengaluru,India,12.98815675,77.62260004,2020.0,2.0
55.0,Urban Sports Club,Unknown,Fitness,Berlin,Germany,52.5170365,13.3888599,2022.0,3.0
95.0,WHOOP,Late Stage,Fitness,Boston,USA,42.3554334,-71.060511,2022.0,3.0
400.0,MindBody,Mature/Public,Fitness,San Luis Obispo,USA,35.3540209,-120.375716,2022.0,4.0
154.0,ClassPass,Late Stage,Fitness,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
300.0,iFit,Mature/Public,Fitness,Logan,USA,40.1075089,-89.3768539,2022.0,4.0
400.0,Peloton,Mature/Public,Fitness,New York City,USA,40.7127281,-74.0060152,2024.0,2.0
100.0,eGym,Growth Stage,Fitness,Munich,Germany,48.1371079,11.5753822,2020.0,2.0
520.0,Zomato,Late Stage,Food,Gurugram,India,28.4646148,77.0299194,2020.0,2.0
300.0,Dunzo,Unknown,Food,Bengaluru,India,12.98815675,77.62260004,2023.0,2.0
60.0,Lunchbox,Growth Stage,Food,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
26.0,Foxtrot,Growth Stage,Food,Chicago,USA,41.8755616,-87.6244212,2022.0,3.0
100.0,FreshDirect,Mature/Public,Food,New York City,USA,40.7127281,-74.0060152,2024.0,1.0
150.0,Dunzo,Unknown,Food,Bengaluru,India,12.98815675,77.62260004,2023.0,3.0
50.0,Iron Ox,Growth Stage,Food,Gilroy,USA,37.0065078,-121.5631723,2022.0,4.0
50.0,Impossible Foods,Late Stage,Food,Redwood City,USA,37.4863239,-122.232523,2022.0,4.0
200.0,Zume,Unknown,Food,Camarillo,USA,34.2176371,-119.0383541,2020.0,2.0
150.0,Weee!,Late Stage,Food,Fremont,USA,37.5482697,-121.988571,2022.0,2.0
400.0,ezCater,Growth Stage,Food,Boston,USA,42.3554334,-71.060511,2020.0,2.0
100.0,Liv Up,Growth Stage,Food,Sao Paulo,Brazil,-23.5506507,-46.6333824,2022.0,1.0
400.0,Swiggy,Unknown,Food,Bengaluru,India,12.98815675,77.62260004,2024.0,1.0
350.0,Swiggy,Late Stage,Food,Bengaluru,India,12.98815675,77.62260004,2020.0,3.0
355.0,iFood,Mature/Public,Food,Sao Paulo,Brazil,-23.5506507,-46.6333824,2023.0,1.0
4.0,Spyce,Early Stage,Food,Boston,USA,42.3554334,-71.060511,2020.0,2.0
131.0,TouchBistro,Late Stage,Food,Toronto,Canada,43.6534817,-79.3839347,2020.0,2.0
1100.0,Swiggy,Late Stage,Food,Bengaluru,India,12.98815675,77.62260004,2020.0,2.0
60.0,Daily Harvest,Growth Stage,Food,New York City,USA,40.7127281,-74.0060152,2022.0,1.0
93.0,Kitopi,Growth Stage,Food,Dubai,United Arabian Emirates,25.276987,55.296249,2022.0,4.0
23.0,Ritual,Growth Stage,Food,Toronto,Canada,43.6534817,-79.3839347,2022.0,2.0
65.0,Beyond Meat,Mature/Public,Food,Los Angeles,USA,34.0536909,-118.242766,2023.0,4.0
8000.0,Flink,Growth Stage,Food,Berlin,Germany,52.5170365,13.3888599,2023.0,2.0
40.0,Beyond Meat,Mature/Public,Food,Los Angeles,USA,34.0536909,-118.242766,2022.0,3.0
250.0,Instacart,Mature/Public,Food,San Francisco,USA,37.7792588,-122.4193286,2024.0,1.0
100.0,Delivery Hero,Mature/Public,Food,Berlin,Germany,52.5170365,13.3888599,2022.0,4.0
20.0,Gro Intelligence,Growth Stage,Food,New York City,USA,40.7127281,-74.0060152,2024.0,1.0
90.0,Gro Intelligence,Growth Stage,Food,New York City,USA,40.7127281,-74.0060152,2024.0,1.0
300.0,Delivery Hero,Mature/Public,Food,Berlin,Germany,52.5170365,13.3888599,2021.0,4.0
156.0,Delivery Hero,Mature/Public,Food,Berlin,Germany,52.5170365,13.3888599,2023.0,1.0
800.0,Swiggy,Late Stage,Food,Bengaluru,India,12.98815675,77.62260004,2020.0,2.0
2500.0,Getir,Late Stage,Food,London,UK,51.4893335,-0.144055085,2023.0,3.0
300.0,Just Eat,Mature/Public,Food,Amsterdam,Netherlands,52.3730796,4.8924534,2024.0,4.0
150.0,Simple Feast,Unknown,Food,Copenhagen,Denmark,55.6867243,12.5700724,2022.0,3.0
200.0,Beyond Meat,Mature/Public,Food,Los Angeles,USA,34.0536909,-118.242766,2022.0,4.0
81.0,Olo,Mature/Public,Food,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
380.0,Swiggy,Unknown,Food,Bengaluru,India,12.98815675,77.62260004,2023.0,1.0
150.0,Dunzo,Unknown,Food,Bengaluru,India,12.98815675,77.62260004,2024.0,3.0
350.0,Deliveroo,Mature/Public,Food,London,UK,51.4893335,-0.144055085,2023.0,1.0
367.0,Deliveroo,Late Stage,Food,London,UK,51.4893335,-0.144055085,2020.0,2.0
100.0,Fifth Season,Growth Stage,Food,Pittsburgh,USA,40.4416941,-79.9900861,2022.0,4.0
100.0,Gopuff,Late Stage,Food,Philadelphia,USA,39.9527237,-75.1635262,2022.0,1.0
1250.0,DoorDash,Mature/Public,Food,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
250.0,Gopuff,Late Stage,Food,Philadelphia,USA,39.9527237,-75.1635262,2022.0,4.0
1500.0,Gopuff,Late Stage,Food,Philadelphia,USA,39.9527237,-75.1635262,2022.0,3.0
100.0,Gopuff,Late Stage,Food,Philadelphia,USA,39.9527237,-75.1635262,2023.0,1.0
649.0,MiSan Francisco Bay Areaits Market,Growth Stage,Food,Philadelphia,USA,39.9527237,-75.1635262,2023.0,1.0
450.0,Gopuff,Late Stage,Food,Philadelphia,USA,39.9527237,-75.1635262,2022.0,1.0
17.0,Ynsect,Growth Stage,Food,Paris,France,48.8588897,2.320041022,2023.0,2.0
65.0,Chope,Late Stage,Food,Singapore,Singapore,1.2899175,103.8519072,2022.0,4.0
300.0,Otipy,Growth Stage,Food,New Delhi,India,28.6138954,77.2090057,2025.0,2.0
300.0,WayCool,Unknown,Food,Chennai,India,13.0836939,80.270186,2023.0,3.0
75.0,Thriver,Growth Stage,Food,Toronto,Canada,43.6534817,-79.3839347,2020.0,3.0
5.0,Synergysuite,Early Stage,Food,Salt Lake City,USA,40.7596198,-111.886797,2020.0,2.0
40.0,ChowNow,Growth Stage,Food,Los Angeles,USA,34.0536909,-118.242766,2022.0,4.0
30.0,Bevi,Growth Stage,Food,Boston,USA,42.3554334,-71.060511,2020.0,1.0
80.0,Aqgromalin,Unknown,Food,Chennai,India,13.0836939,80.270186,2022.0,2.0
34.0,Grabango,Unknown,Food,Berkeley,USA,37.8708393,-122.272863,2023.0,3.0
100.0,Flink,Growth Stage,Food,Berlin,Germany,52.5170365,13.3888599,2023.0,2.0
100.0,ChowNow,Growth Stage,Food,Los Angeles,USA,34.0536909,-118.242766,2022.0,3.0
300.0,SEND,Early Stage,Food,Sydney,Australia,-33.8698439,151.2082848,2022.0,2.0
196.0,Ritual,Growth Stage,Food,Toronto,Canada,43.6534817,-79.3839347,2020.0,2.0
20.0,Food52,Mature/Public,Food,New York City,USA,40.7127281,-74.0060152,2022.0,2.0
21.0,Food52,Mature/Public,Food,New York City,USA,40.7127281,-74.0060152,2022.0,2.0
60.0,ChowNow,Growth Stage,Food,Los Angeles,USA,34.0536909,-118.242766,2024.0,1.0
100.0,Zomato,Late Stage,Food,Gurugram,India,28.4646148,77.0299194,2022.0,4.0
400.0,Milkbasket,Mature/Public,Food,Gurugram,India,28.4646148,77.0299194,2023.0,3.0
140.0,Impossible Foods,Late Stage,Food,Redwood City,USA,37.4863239,-122.232523,2023.0,1.0
250.0,Cornershop,Mature/Public,Food,Santiago,Chile,-33.4377756,-70.6504502,2023.0,2.0
283.0,Twiga,Growth Stage,Food,Nairobi,Kenya,-1.2832533,36.8172449,2023.0,3.0
211.0,Twiga,Growth Stage,Food,Nairobi,Kenya,-1.2832533,36.8172449,2022.0,4.0
50.0,JOKR,Growth Stage,Food,New York City,USA,40.7127281,-74.0060152,2022.0,2.0
70.0,Oda,Unknown,Food,Oslo,Norway,59.9133301,10.7389701,2022.0,4.0
120.0,Deliveroo Australia,Mature/Public,Food,Melbourne,Australia,-37.8142454,144.9631732,2022.0,4.0
100.0,Zak,Early Stage,Food,Sao Paulo,Brazil,-23.5506507,-46.6333824,2022.0,2.0
120.0,Vendease,Early Stage,Food,Lagos,Nigeria,6.4550575,3.3941795,2025.0,1.0
400.0,Grubhub,Mature/Public,Food,San Francisco,USA,37.7792588,-122.4193286,2023.0,2.0
500.0,Grubhub,Mature/Public,Food,San Francisco,USA,37.7792588,-122.4193286,2025.0,1.0
30.0,Aleph Farms,Unknown,Food,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,2.0
87.0,Foodsby,Growth Stage,Food,Minneapolis,USA,44.9772995,-93.2654692,2020.0,1.0
400.0,Milkrun,Early Stage,Food,Sydney,Australia,-33.8698439,151.2082848,2023.0,2.0
180.0,Postmates,Mature/Public,Food,San Francisco,USA,37.7792588,-122.4193286,2021.0,1.0
87.0,Quandoo,Mature/Public,Food,Berlin,Germany,52.5170365,13.3888599,2021.0,1.0
250.0,Swiggy,Unknown,Food,Bengaluru,India,12.98815675,77.62260004,2022.0,4.0
130.0,Wonder,Growth Stage,Food,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
68.0,7Shifts,Growth Stage,Food,Saskatoon,Canada,52.131802,-106.660767,2024.0,1.0
134.0,Perfect Day,Growth Stage,Food,Berkeley,USA,37.8708393,-122.272863,2023.0,3.0
20.0,Eatsy,Early Stage,Food,Singapore,Singapore,1.2899175,103.8519072,2020.0,3.0
40.0,BharatAgri,Early Stage,Food,Mumbai,India,19.0785451,72.878176,2023.0,1.0
30.0,7shifts,Growth Stage,Food,Saskatoon,Canada,52.131802,-106.660767,2023.0,3.0
38.0,Ritual,Growth Stage,Food,Toronto,Canada,43.6534817,-79.3839347,2023.0,2.0
300.0,Gorillas,Growth Stage,Food,Berlin,Germany,52.5170365,13.3888599,2022.0,2.0
350.0,Green Labs,Growth Stage,Food,Seoul,South Korea,37.5666791,126.9782914,2023.0,1.0
80.0,Licious,Late Stage,Food,Bengaluru,India,12.98815675,77.62260004,2024.0,1.0
27.0,Vendease,Early Stage,Food,Lagos,Nigeria,6.4550575,3.3941795,2022.0,4.0
500.0,Avo,Growth Stage,Food,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,2.0
1300.0,Toast,Late Stage,Food,Boston,USA,42.3554334,-71.060511,2020.0,2.0
550.0,Toast,Mature/Public,Food,Boston,USA,42.3554334,-71.060511,2024.0,1.0
250.0,Glovo,Mature/Public,Food,Barcelona,Spain,41.3828939,2.1774322,2023.0,1.0
35.0,Sweetgreen,Late Stage,Food,Los Angeles,USA,34.0536909,-118.242766,2020.0,2.0
9.0,Iris Nova,Early Stage,Food,New York City,USA,40.7127281,-74.0060152,2020.0,1.0
1000.0,Butler Hospitality,Growth Stage,Food,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
250.0,Fiverr,Unknown,Freelance services marketplace,Tel Aviv,Israel,32.0852997,34.7818064,2025.0,3.0
40.0,Kwalee,Unknown,Gaming,Leamington Spa,UK,52.2913394,-1.536404,2024.0,2.0
49.0,Singularity 6,Growth Stage,Gaming,Los Angeles,USA,34.0536909,-118.242766,2024.0,2.0
2500.0,Hewlett Packard Enterprise,Mature/Public,Hardware,Palo Alto,USA,37.4443293,-122.1598465,2025.0,1.0
2400.0,Micron,Mature/Public,Hardware,Boise,USA,43.6166163,-116.200886,2023.0,1.0
30.0,Twine Solutions,Unknown,Hardware,Tel Aviv,Israel,32.0852997,34.7818064,2023.0,1.0
20.0,Sightful,Unknown,Hardware,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,3.0
50.0,Avidbots,Growth Stage,Hardware,Kitchener,Canada,43.451291,-80.4927815,2023.0,1.0
6000.0,Dell,Mature/Public,Hardware,Austin,USA,30.2711286,-97.7436995,2024.0,1.0
1000.0,AMD,Mature/Public,Hardware,Santa Clara,USA,37.354107,-121.955238,2024.0,4.0
3000.0,Xerox,Mature/Public,Hardware,Norwalk,USA,41.1175966,-73.4078968,2024.0,1.0
22000.0,Intel,Mature/Public,Hardware,Sacramento,USA,38.5810606,-121.493895,2025.0,2.0
130.0,SiFive,Late Stage,Hardware,Santa Clara,USA,37.354107,-121.955238,2023.0,4.0
4800.0,Micron,Mature/Public,Hardware,Boise,USA,43.6166163,-116.200886,2023.0,1.0
15000.0,Intel,Mature/Public,Hardware,Santa Clara,USA,37.354107,-121.955238,2024.0,3.0
60.0,Western Digital,Mature/Public,Hardware,Kfar Saba,Israel,32.18023485,34.9180542,2023.0,2.0
10.0,Humane,Growth Stage,Hardware,San Francisco,USA,37.7792588,-122.4193286,2024.0,1.0
35.0,Wheel,Growth Stage,Healthcare,Austin,USA,30.2711286,-97.7436995,2022.0,3.0
60.0,Sanar,Unknown,Healthcare,Sao Paulo,Brazil,-23.5506507,-46.6333824,2022.0,2.0
131.0,Tome Biosciences,Early Stage,Healthcare,Boston,USA,42.3554334,-71.060511,2024.0,3.0
75.0,Sami,Unknown,Healthcare,Sao Paulo,Brazil,-23.5506507,-46.6333824,2022.0,2.0
100.0,Adaptive Biotechnology,Mature/Public,Healthcare,Seattle,USA,47.6038321,-122.330062,2022.0,1.0
119.0,Nomad Health,Unknown,Healthcare,New York City,USA,40.7127281,-74.0060152,2023.0,4.0
60.0,Maven Clinic,Late Stage,Healthcare,New York City,USA,40.7127281,-74.0060152,2024.0,4.0
101.0,SummerBio,Unknown,Healthcare,Menlo Park,USA,37.4519671,-122.177992,2022.0,2.0
500.0,Noom,Late Stage,Healthcare,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
250.0,Carbon Health,Growth Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2022.0,2.0
114.0,Carbon Health,Growth Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2023.0,4.0
11.0,RealSelf,Growth Stage,Healthcare,Seattle,USA,47.6038321,-122.330062,2022.0,3.0
110.0,Sidecar Health,Growth Stage,Healthcare,Los Angeles,USA,34.0536909,-118.242766,2022.0,2.0
46.0,Akili Labs,Mature/Public,Healthcare,Boston,USA,42.3554334,-71.060511,2023.0,1.0
40.0,RealSelf,Growth Stage,Healthcare,Seattle,USA,47.6038321,-122.330062,2020.0,2.0
31.0,Clue,Unknown,Healthcare,Berlin,Germany,52.5170365,13.3888599,2023.0,1.0
600.0,MFine,Growth Stage,Healthcare,Bengaluru,India,12.98815675,77.62260004,2022.0,2.0
70.0,Oscar Health,Unknown,Healthcare,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
50.0,NanoString Technology,Mature/Public,Healthcare,Seattle,USA,47.6038321,-122.330062,2024.0,1.0
200.0,Forward,Late Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2024.0,4.0
44.0,Ahead,Unknown,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2022.0,2.0
100.0,Freenome,Unknown,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2024.0,2.0
23.0,Komodo Health,Growth Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
68.0,Hims & Hers,Mature/Public,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2025.0,2.0
90.0,Innovaccer,Late Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
78.0,Komodo Health,Late Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
245.0,Innovaccer,Late Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
450.0,Olive AI,Late Stage,Healthcare,Columbus,USA,39.9622601,-83.0007065,2022.0,3.0
95.0,54gene,Growth Stage,Healthcare,Washington DC,USA,38.8950368,-77.0365427,2022.0,3.0
400.0,Cerebral,Growth Stage,Healthcare,Walnut,USA,37.910076,-122.065186,2022.0,4.0
15.0,Clarify Health,Growth Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
72.0,Tia,Unknown,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2025.0,4.0
9.0,Incredible Health,Early Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
100.0,PatientPop,Growth Stage,Healthcare,Los Angeles,USA,34.0536909,-118.242766,2020.0,2.0
181.0,Headspace,Unknown,Healthcare,Los Angeles,USA,34.0536909,-118.242766,2023.0,2.0
50.0,Headspace,Unknown,Healthcare,Los Angeles,USA,34.0536909,-118.242766,2022.0,4.0
80.0,AlayaCare,Growth Stage,Healthcare,Montreal,Canada,45.5031824,-73.5698065,2022.0,3.0
47.0,Alto Pharmacy,Growth Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2020.0,3.0
200.0,23andMe,Mature/Public,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2024.0,4.0
40.0,Healthy.io,Growth Stage,Healthcare,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,3.0
215.0,Olive AI,Late Stage,Healthcare,Columbus,USA,39.9622601,-83.0007065,2023.0,1.0
75.0,23andMe,Mature/Public,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2023.0,2.0
70.0,BenchSci,Growth Stage,Healthcare,Toronto,Canada,43.6534817,-79.3839347,2024.0,1.0
10.0,Welkin Health,Growth Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
70.0,Healthy.io,Growth Stage,Healthcare,Tel Aviv,Israel,32.0852997,34.7818064,2023.0,2.0
285.0,Cerebral,Growth Stage,Healthcare,Walnut,USA,37.910076,-122.065186,2023.0,1.0
45.0,Huma,Unknown,Healthcare,London,UK,51.4893335,-0.144055085,2023.0,3.0
77.0,Lyra Health,Late Stage,Healthcare,Burlingame,USA,37.5780965,-122.3473099,2024.0,4.0
23.0,Antidote Health,Unknown,Healthcare,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,4.0
8.0,Docly,Early Stage,Healthcare,London,UK,51.4893335,-0.144055085,2020.0,3.0
800.0,GoHealth,Mature/Public,Healthcare,Chicago,USA,41.8755616,-87.6244212,2022.0,3.0
50.0,Kenko Health,Early Stage,Healthcare,Mumbai,India,19.0785451,72.878176,2023.0,3.0
94.0,Cue Health,Mature/Public,Healthcare,San Diego,USA,32.7174202,-117.162772,2024.0,1.0
50.0,Eucalyptus,Growth Stage,Healthcare,Sydney,Australia,-33.8698439,151.2082848,2022.0,3.0
326.0,Cue Health,Mature/Public,Healthcare,San Diego,USA,32.7174202,-117.162772,2023.0,2.0
180.0,Cue Health,Mature/Public,Healthcare,San Diego,USA,32.7174202,-117.162772,2024.0,2.0
500.0,Illumina,Mature/Public,Healthcare,San Diego,USA,32.7174202,-117.162772,2022.0,4.0
270.0,Twist Bioscience,Mature/Public,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2023.0,2.0
18.0,HealthMatch,Growth Stage,Healthcare,Sydney,Australia,-33.8698439,151.2082848,2022.0,2.0
315.0,Fate Therapeutics,Mature/Public,Healthcare,San Diego,USA,32.7174202,-117.162772,2023.0,1.0
23.0,iCAD,Mature/Public,Healthcare,Nashua,USA,42.7656251,-71.4677032,2023.0,1.0
154.0,Bridge Connector,Growth Stage,Healthcare,Nashville,USA,36.1622767,-86.7742984,2020.0,4.0
230.0,Cue Health,Mature/Public,Healthcare,San Diego,USA,32.7174202,-117.162772,2024.0,2.0
245.0,Cue Health,Mature/Public,Healthcare,San Diego,USA,32.7174202,-117.162772,2024.0,1.0
100.0,Doximity,Mature/Public,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2023.0,3.0
30.0,Synapsica,Early Stage,Healthcare,New Delhi,India,28.6138954,77.2090057,2022.0,4.0
50.0,Breathe,Early Stage,Healthcare,New Delhi,India,28.6138954,77.2090057,2022.0,2.0
49.0,SonderMind,Growth Stage,Healthcare,Denver,USA,39.7392364,-104.984862,2024.0,1.0
62.0,OrCam,Unknown,Healthcare,Jerusalem,Israel,31.78847185,35.21879441,2022.0,4.0
140.0,GoodRx,Mature/Public,Healthcare,Los Angeles,USA,34.0536909,-118.242766,2022.0,3.0
25.0,Pear Therapeutics,Mature/Public,Healthcare,Boston,USA,42.3554334,-71.060511,2022.0,3.0
29.0,Vesalius Therapeutics,Growth Stage,Healthcare,Boston,USA,42.3554334,-71.060511,2022.0,3.0
170.0,Pear Therapeutics,Mature/Public,Healthcare,Boston,USA,42.3554334,-71.060511,2023.0,2.0
59.0,Pear Therapeutics,Mature/Public,Healthcare,Boston,USA,42.3554334,-71.060511,2022.0,4.0
150.0,Truepill,Growth Stage,Healthcare,Hayward,USA,37.6688205,-122.080796,2022.0,2.0
175.0,Truepill,Growth Stage,Healthcare,Hayward,USA,37.6688205,-122.080796,2022.0,3.0
100.0,InSightec,Unknown,Healthcare,Haifa,Israel,32.799313,34.98957172,2023.0,4.0
300.0,Pristyn Care,Late Stage,Healthcare,Gurugram,India,28.4646148,77.0299194,2023.0,1.0
120.0,Pristyn Care,Late Stage,Healthcare,Gurugram,India,28.4646148,77.0299194,2024.0,1.0
160.0,Rubius,Mature/Public,Healthcare,Boston,USA,42.3554334,-71.060511,2022.0,3.0
48.0,Titan Medical,Mature/Public,Healthcare,Toronto,Canada,43.6534817,-79.3839347,2023.0,1.0
63.0,Nevro,Mature/Public,Healthcare,Redwood City,USA,37.4863239,-122.232523,2024.0,1.0
400.0,Ginkgo Bioworks,Mature/Public,Healthcare,Boston,USA,42.3554334,-71.060511,2024.0,2.0
150.0,HealthifyMe,Growth Stage,Healthcare,Bengaluru,India,12.98815675,77.62260004,2024.0,2.0
50.0,Vezeeta,Growth Stage,Healthcare,Dubai,United Arabian Emirates,25.276987,55.296249,2022.0,2.0
50.0,DeepVerge,Mature/Public,Healthcare,Dublin,Ireland,53.3493795,-6.2605593,2023.0,3.0
235.0,Invitae,Mature/Public,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2023.0,4.0
400.0,Ginkgo Bioworks,Mature/Public,Healthcare,Boston,USA,42.3554334,-71.060511,2024.0,2.0
30.0,Absci,Mature/Public,Healthcare,Portland,USA,45.5202471,-122.674194,2023.0,3.0
31.0,Beam Benefits,Late Stage,Healthcare,Columbus,USA,39.9622601,-83.0007065,2023.0,1.0
71.0,23andMe,Mature/Public,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2023.0,3.0
40.0,Sight Diagnostics,Growth Stage,Healthcare,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,2.0
18.0,Opencare,Early Stage,Healthcare,Toronto,Canada,43.6534817,-79.3839347,2020.0,2.0
40.0,Brave Care,Growth Stage,Healthcare,Portland,USA,45.5202471,-122.674194,2022.0,3.0
100.0,CareRev,Early Stage,Healthcare,Los Angeles,USA,34.0536909,-118.242766,2023.0,2.0
170.0,Mojocare,Early Stage,Healthcare,Bengaluru,India,12.98815675,77.62260004,2023.0,2.0
16.0,ContraFect,Mature/Public,Healthcare,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
340.0,Sage Therapeutics,Mature/Public,Healthcare,Boston,USA,42.3554334,-71.060511,2020.0,2.0
100.0,10X Genomics,Mature/Public,Healthcare,Pleasanton,USA,37.6624312,-121.8746789,2022.0,3.0
30.0,TCR2,Mature/Public,Healthcare,Boston,USA,42.3554334,-71.060511,2022.0,3.0
65.0,Repertoire Immunity,Growth Stage,Healthcare,Boston,USA,42.3554334,-71.060511,2022.0,4.0
67.0,Redesign Health,Growth Stage,Healthcare,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
300.0,Kry,Growth Stage,Healthcare,Stockholm,Sweden,59.3251172,18.0710935,2022.0,4.0
100.0,Kry,Growth Stage,Healthcare,Stockholm,Sweden,59.3251172,18.0710935,2022.0,2.0
250.0,Sema4,Mature/Public,Healthcare,Stamford,USA,41.0534302,-73.5387341,2022.0,3.0
300.0,Teladoc Health,Mature/Public,Healthcare,New York City,USA,40.7127281,-74.0060152,2023.0,1.0
10.0,Forward,Growth Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
56.0,Wheel,Growth Stage,Healthcare,Austin,USA,30.2711286,-97.7436995,2023.0,1.0
90.0,Calm,Growth Stage,Healthcare,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
155.0,Cityblock Health,Growth Stage,Healthcare,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
44.0,Redox,Growth Stage,Healthcare,Madison,USA,43.074761,-89.3837613,2020.0,2.0
36.0,Plum,Early Stage,Healthcare,Bengaluru,India,12.98815675,77.62260004,2022.0,4.0
105.0,Synthego,Late Stage,Healthcare,Menlo Park,USA,37.4519671,-122.177992,2022.0,4.0
130.0,Quanterix,Mature/Public,Healthcare,Boston,USA,42.3554334,-71.060511,2022.0,3.0
150.0,Project Ronin,Unknown,Healthcare,San Mateo,USA,37.496904,-122.3330573,2024.0,1.0
120.0,BioMarin,Mature/Public,Healthcare,San Rafael,USA,37.9747795,-122.5316686,2022.0,4.0
143.0,Care/of,Mature/Public,Healthcare,New York City,USA,40.7127281,-74.0060152,2024.0,2.0
130.0,Guardant Health,Mature/Public,Healthcare,Palo Alto,USA,37.4443293,-122.1598465,2023.0,1.0
156.0,Calibrate,Growth Stage,Healthcare,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
20.0,TytoCare,Growth Stage,Healthcare,New York City,USA,40.7127281,-74.0060152,2023.0,3.0
